Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description,parsed_skills,skills_joined,min_exp,max_exp,avg_exp,min_salary_lpa,max_salary_lpa,avg_salary_lpa,clean_description,composite_text,cluster
JOB00287,Digital Marketing Executive,Digital Marketing,"Booker, Jones and Harrington",Ahmedabad,Communication; PPC; Google Analytics; SEO; Email Marketing; Social Media; Copywriting; Excel,5-8 years,10-16,"We are looking for a Digital Marketing Executive to join our growing team. The ideal candidate has hands-on experience with Communication, PPC, Google Analytics, SEO, Email Marketing, Social Media, Copywriting, Excel and can work independently on Social Media-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 5+ years of relevant experience required.","['Communication', 'PPC', 'Google Analytics', 'SEO', 'Email Marketing', 'Social Media', 'Copywriting', 'Excel']",Communication PPC Google Analytics SEO Email Marketing Social Media Copywriting Excel,5.0,8.0,6.5,10.0,16.0,13.0,"we are looking for a digital marketing executive to join our growing team. the ideal candidate has hands-on experience with communication, ppc, google analytics, seo, email marketing, social media, copywriting, excel and can work independently on social media-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 5+ years of relevant experience required.","Digital Marketing Executive we are looking for a digital marketing executive to join our growing team. the ideal candidate has hands-on experience with communication, ppc, google analytics, seo, email marketing, social media, copywriting, excel and can work independently on social media-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 5+ years of relevant experience required. Communication PPC Google Analytics SEO Email Marketing Social Media Copywriting Excel",6
JOB00411,Mechanical Design Engineer,Mechanical Engineer,Kim Inc,Pune,SolidWorks; Project Management; AutoCAD; Quality Control; MATLAB; Thermodynamics; Six Sigma; Manufacturing,3-6 years,19-22,"Exciting opportunity for a Mechanical Design Engineer at Kim Inc. Must be proficient in SolidWorks, Project Management, AutoCAD, Quality Control, MATLAB, Thermodynamics, Six Sigma, Manufacturing, with practical exposure to AutoCAD and SolidWorks. You'll work in an agile environment solving real business problems. 3+ years experience preferred.","['SolidWorks', 'Project Management', 'AutoCAD', 'Quality Control', 'MATLAB', 'Thermodynamics', 'Six Sigma', 'Manufacturing']",SolidWorks Project Management AutoCAD Quality Control MATLAB Thermodynamics Six Sigma Manufacturing,3.0,6.0,4.5,19.0,22.0,20.5,"exciting opportunity for a mechanical design engineer at kim inc. must be proficient in solidworks, project management, autocad, quality control, matlab, thermodynamics, six sigma, manufacturing, with practical exposure to autocad and solidworks. you'll work in an agile environment solving real business problems. 3+ years experience preferred.","Mechanical Design Engineer exciting opportunity for a mechanical design engineer at kim inc. must be proficient in solidworks, project management, autocad, quality control, matlab, thermodynamics, six sigma, manufacturing, with practical exposure to autocad and solidworks. you'll work in an agile environment solving real business problems. 3+ years experience preferred. SolidWorks Project Management AutoCAD Quality Control MATLAB Thermodynamics Six Sigma Manufacturing",8
JOB00474,Graphic Designer,Graphic Designer,Lowery-Kennedy,Hyderabad,Illustrator; Figma; Creativity; Photoshop,8-11 years,14-17,"Lowery-Kennedy is hiring a Graphic Designer for our Hyderabad office. You will use Illustrator, Figma, Creativity, Photoshop daily and help scale our Illustrator capabilities. We value strong fundamentals in Figma and a collaborative mindset. Minimum 8 years of experience in a similar role.","['Illustrator', 'Figma', 'Creativity', 'Photoshop']",Illustrator Figma Creativity Photoshop,8.0,11.0,9.5,14.0,17.0,15.5,"lowery-kennedy is hiring a graphic designer for our hyderabad office. you will use illustrator, figma, creativity, photoshop daily and help scale our illustrator capabilities. we value strong fundamentals in figma and a collaborative mindset. minimum 8 years of experience in a similar role.","Graphic Designer lowery-kennedy is hiring a graphic designer for our hyderabad office. you will use illustrator, figma, creativity, photoshop daily and help scale our illustrator capabilities. we value strong fundamentals in figma and a collaborative mindset. minimum 8 years of experience in a similar role. Illustrator Figma Creativity Photoshop",0
JOB00296,Digital Marketing Executive,Digital Marketing,Williams Inc,Remote,Email Marketing; SEO; Marketing Strategy; Excel; PPC; Social Media,7-10 years,5-12,"We are looking for a Digital Marketing Executive to join our growing team. The ideal candidate has hands-on experience with Email Marketing, SEO, Marketing Strategy, Excel, PPC, Social Media and can work independently on Excel-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to PPC initiatives, and driving continuous improvement. 7+ years of relevant experience required.","['Email Marketing', 'SEO', 'Marketing Strategy', 'Excel', 'PPC', 'Social Media']",Email Marketing SEO Marketing Strategy Excel PPC Social Media,7.0,10.0,8.5,5.0,12.0,8.5,"we are looking for a digital marketing executive to join our growing team. the ideal candidate has hands-on experience with email marketing, seo, marketing strategy, excel, ppc, social media and can work independently on excel-driven projects. responsibilities include collaborating with cross-functional teams, contributing to ppc initiatives, and driving continuous improvement. 7+ years of relevant experience required.","Digital Marketing Executive we are looking for a digital marketing executive to join our growing team. the ideal candidate has hands-on experience with email marketing, seo, marketing strategy, excel, ppc, social media and can work independently on excel-driven projects. responsibilities include collaborating with cross-functional teams, contributing to ppc initiatives, and driving continuous improvement. 7+ years of relevant experience required. Email Marketing SEO Marketing Strategy Excel PPC Social Media",6
JOB00337,HR Generalist,HR,"Newton, Moore and Perry",Bengaluru,Onboarding; Communication; Payroll; Conflict Resolution; Performance Management; HRIS; Employee Engagement; Recruitment,0-3 years,19-27,"Exciting opportunity for a HR Generalist at Newton, Moore and Perry. Must be proficient in Onboarding, Communication, Payroll, Conflict Resolution, Performance Management, HRIS, Employee Engagement, Recruitment, with practical exposure to Employee Engagement and Recruitment. You'll work in an agile environment solving real business problems. 0+ years experience preferred.","['Onboarding', 'Communication', 'Payroll', 'Conflict Resolution', 'Performance Management', 'HRIS', 'Employee Engagement', 'Recruitment']",Onboarding Communication Payroll Conflict Resolution Performance Management HRIS Employee Engagement Recruitment,0.0,3.0,1.5,19.0,27.0,23.0,"exciting opportunity for a hr generalist at newton, moore and perry. must be proficient in onboarding, communication, payroll, conflict resolution, performance management, hris, employee engagement, recruitment, with practical exposure to employee engagement and recruitment. you'll work in an agile environment solving real business problems. 0+ years experience preferred.","HR Generalist exciting opportunity for a hr generalist at newton, moore and perry. must be proficient in onboarding, communication, payroll, conflict resolution, performance management, hris, employee engagement, recruitment, with practical exposure to employee engagement and recruitment. you'll work in an agile environment solving real business problems. 0+ years experience preferred. Onboarding Communication Payroll Conflict Resolution Performance Management HRIS Employee Engagement Recruitment",1
JOB00071,Android Developer,Android Development,Gray Group,Bengaluru,Kotlin; Java; SQLite; Material Design; Git; Firebase,2-5 years,11-18,"Exciting opportunity for a Android Developer at Gray Group. Must be proficient in Kotlin, Java, SQLite, Material Design, Git, Firebase, with practical exposure to Git and SQLite. You'll work in an agile environment solving real business problems. 2+ years experience preferred.","['Kotlin', 'Java', 'SQLite', 'Material Design', 'Git', 'Firebase']",Kotlin Java SQLite Material Design Git Firebase,2.0,5.0,3.5,11.0,18.0,14.5,"exciting opportunity for a android developer at gray group. must be proficient in kotlin, java, sqlite, material design, git, firebase, with practical exposure to git and sqlite. you'll work in an agile environment solving real business problems. 2+ years experience preferred.","Android Developer exciting opportunity for a android developer at gray group. must be proficient in kotlin, java, sqlite, material design, git, firebase, with practical exposure to git and sqlite. you'll work in an agile environment solving real business problems. 2+ years experience preferred. Kotlin Java SQLite Material Design Git Firebase",4
JOB00343,HR Executive,HR,Lopez-Martinez,Pune,Employee Engagement; Conflict Resolution; Excel; Performance Management; HRIS,4-7 years,4-10,"We are looking for a HR Executive to join our growing team. The ideal candidate has hands-on experience with Employee Engagement, Conflict Resolution, Excel, Performance Management, HRIS and can work independently on Conflict Resolution-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Excel initiatives, and driving continuous improvement. 4+ years of relevant experience required.","['Employee Engagement', 'Conflict Resolution', 'Excel', 'Performance Management', 'HRIS']",Employee Engagement Conflict Resolution Excel Performance Management HRIS,4.0,7.0,5.5,4.0,10.0,7.0,"we are looking for a hr executive to join our growing team. the ideal candidate has hands-on experience with employee engagement, conflict resolution, excel, performance management, hris and can work independently on conflict resolution-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 4+ years of relevant experience required.","HR Executive we are looking for a hr executive to join our growing team. the ideal candidate has hands-on experience with employee engagement, conflict resolution, excel, performance management, hris and can work independently on conflict resolution-driven projects. responsibilities include collaborating with cross-functional teams, contributing to excel initiatives, and driving continuous improvement. 4+ years of relevant experience required. Employee Engagement Conflict Resolution Excel Performance Management HRIS",1
JOB00524,Fitness Trainer,Health and Fitness,"Griffin, Davies and Mitchell",Pune,Nutrition Planning; Communication; Program Design; Client Assessment; CPR Certified; First Aid,6-9 years,4-7,"We are looking for a Fitness Trainer to join our growing team. The ideal candidate has hands-on experience with Nutrition Planning, Communication, Program Design, Client Assessment, CPR Certified, First Aid and can work independently on First Aid-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to CPR Certified initiatives, and driving continuous improvement. 6+ years of relevant experience required.","['Nutrition Planning', 'Communication', 'Program Design', 'Client Assessment', 'CPR Certified', 'First Aid']",Nutrition Planning Communication Program Design Client Assessment CPR Certified First Aid,6.0,9.0,7.5,4.0,7.0,5.5,"we are looking for a fitness trainer to join our growing team. the ideal candidate has hands-on experience with nutrition planning, communication, program design, client assessment, cpr certified, first aid and can work independently on first aid-driven projects. responsibilities include collaborating with cross-functional teams, contributing to cpr certified initiatives, and driving continuous improvement. 6+ years of relevant experience required.","Fitness Trainer we are looking for a fitness trainer to join our growing team. the ideal candidate has hands-on experience with nutrition planning, communication, program design, client assessment, cpr certified, first aid and can work independently on first aid-driven projects. responsibilities include collaborating with cross-functional teams, contributing to cpr certified initiatives, and driving continuous improvement. 6+ years of relevant experience required. Nutrition Planning Communication Program Design Client Assessment CPR Certified First Aid",5
JOB00254,Product Analyst,Business Analyst,"Garcia, Martin and Jenkins",Chennai,Data Visualization; Agile; Requirements Gathering; SQL; Process Improvement; Excel; Power BI; Stakeholder Management,6-9 years,17-19,"We are looking for a Product Analyst to join our growing team. The ideal candidate has hands-on experience with Data Visualization, Agile, Requirements Gathering, SQL, Process Improvement, Excel, Power BI, Stakeholder Management and can work independently on Agile-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Stakeholder Management initiatives, and driving continuous improvement. 6+ years of relevant experience required.","['Data Visualization', 'Agile', 'Requirements Gathering', 'SQL', 'Process Improvement', 'Excel', 'Power BI', 'Stakeholder Management']",Data Visualization Agile Requirements Gathering SQL Process Improvement Excel Power BI Stakeholder Management,6.0,9.0,7.5,17.0,19.0,18.0,"we are looking for a product analyst to join our growing team. the ideal candidate has hands-on experience with data visualization, agile, requirements gathering, sql, process improvement, excel, power bi, stakeholder management and can work independently on agile-driven projects. responsibilities include collaborating with cross-functional teams, contributing to stakeholder management initiatives, and driving continuous improvement. 6+ years of relevant experience required.","Product Analyst we are looking for a product analyst to join our growing team. the ideal candidate has hands-on experience with data visualization, agile, requirements gathering, sql, process improvement, excel, power bi, stakeholder management and can work independently on agile-driven projects. responsibilities include collaborating with cross-functional teams, contributing to stakeholder management initiatives, and driving continuous improvement. 6+ years of relevant experience required. Data Visualization Agile Requirements Gathering SQL Process Improvement Excel Power BI Stakeholder Management",9
JOB00146,Python Developer,Python Developer,Stafford Inc,Chennai,Django; Python; Docker; Unit Testing; Pandas; Flask,1-4 years,20-25,"Stafford Inc is hiring a Python Developer for our Chennai office. You will use Django, Python, Docker, Unit Testing, Pandas, Flask daily and help scale our Docker capabilities. We value strong fundamentals in Flask and a collaborative mindset. Minimum 1 years of experience in a similar role.","['Django', 'Python', 'Docker', 'Unit Testing', 'Pandas', 'Flask']",Django Python Docker Unit Testing Pandas Flask,1.0,4.0,2.5,20.0,25.0,22.5,"stafford inc is hiring a python developer for our chennai office. you will use django, python, docker, unit testing, pandas, flask daily and help scale our docker capabilities. we value strong fundamentals in flask and a collaborative mindset. minimum 1 years of experience in a similar role.","Python Developer stafford inc is hiring a python developer for our chennai office. you will use django, python, docker, unit testing, pandas, flask daily and help scale our docker capabilities. we value strong fundamentals in flask and a collaborative mindset. minimum 1 years of experience in a similar role. Django Python Docker Unit Testing Pandas Flask",7
JOB00298,Marketing Analyst,Digital Marketing,Schmidt PLC,Delhi NCR,Marketing Strategy; Email Marketing; Social Media; PPC,0-3 years,15-25,"We are looking for a Marketing Analyst to join our growing team. The ideal candidate has hands-on experience with Marketing Strategy, Email Marketing, Social Media, PPC and can work independently on Social Media-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to PPC initiatives, and driving continuous improvement. 0+ years of relevant experience required.","['Marketing Strategy', 'Email Marketing', 'Social Media', 'PPC']",Marketing Strategy Email Marketing Social Media PPC,0.0,3.0,1.5,15.0,25.0,20.0,"we are looking for a marketing analyst to join our growing team. the ideal candidate has hands-on experience with marketing strategy, email marketing, social media, ppc and can work independently on social media-driven projects. responsibilities include collaborating with cross-functional teams, contributing to ppc initiatives, and driving continuous improvement. 0+ years of relevant experience required.","Marketing Analyst we are looking for a marketing analyst to join our growing team. the ideal candidate has hands-on experience with marketing strategy, email marketing, social media, ppc and can work independently on social media-driven projects. responsibilities include collaborating with cross-functional teams, contributing to ppc initiatives, and driving continuous improvement. 0+ years of relevant experience required. Marketing Strategy Email Marketing Social Media PPC",6
JOB00069,Frontend Developer,Web Development,Russell Group,Ahmedabad,Node.js; HTML; TypeScript; CSS,3-6 years,12-21,"Exciting opportunity for a Frontend Developer at Russell Group. Must be proficient in Node.js, HTML, TypeScript, CSS, with practical exposure to CSS and TypeScript. You'll work in an agile environment solving real business problems. 3+ years experience preferred.","['Node.js', 'HTML', 'TypeScript', 'CSS']",Node.js HTML TypeScript CSS,3.0,6.0,4.5,12.0,21.0,16.5,"exciting opportunity for a frontend developer at russell group. must be proficient in node.js, html, typescript, css, with practical exposure to css and typescript. you'll work in an agile environment solving real business problems. 3+ years experience preferred.","Frontend Developer exciting opportunity for a frontend developer at russell group. must be proficient in node.js, html, typescript, css, with practical exposure to css and typescript. you'll work in an agile environment solving real business problems. 3+ years experience preferred. Node.js HTML TypeScript CSS",2
JOB00206,Site Reliability Engineer,DevOps Engineer,Freeman-Chang,Bengaluru,Docker; Git; Shell Scripting; CI/CD; AWS; Jenkins,1-4 years,15-17,"Freeman-Chang is hiring a Site Reliability Engineer for our Bengaluru office. You will use Docker, Git, Shell Scripting, CI/CD, AWS, Jenkins daily and help scale our Shell Scripting capabilities. We value strong fundamentals in Docker and a collaborative mindset. Minimum 1 years of experience in a similar role.","['Docker', 'Git', 'Shell Scripting', 'CI/CD', 'AWS', 'Jenkins']",Docker Git Shell Scripting CI/CD AWS Jenkins,1.0,4.0,2.5,15.0,17.0,16.0,"freeman-chang is hiring a site reliability engineer for our bengaluru office. you will use docker, git, shell scripting, ci/cd, aws, jenkins daily and help scale our shell scripting capabilities. we value strong fundamentals in docker and a collaborative mindset. minimum 1 years of experience in a similar role.","Site Reliability Engineer freeman-chang is hiring a site reliability engineer for our bengaluru office. you will use docker, git, shell scripting, ci/cd, aws, jenkins daily and help scale our shell scripting capabilities. we value strong fundamentals in docker and a collaborative mindset. minimum 1 years of experience in a similar role. Docker Git Shell Scripting CI/CD AWS Jenkins",10
JOB00247,Business Analyst,Business Analyst,Davis Ltd,Remote,Process Improvement; Excel; Requirements Gathering; Data Visualization; Communication; Tableau,8-11 years,10-17,"We are looking for a Business Analyst to join our growing team. The ideal candidate has hands-on experience with Process Improvement, Excel, Requirements Gathering, Data Visualization, Communication, Tableau and can work independently on Communication-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Process Improvement initiatives, and driving continuous improvement. 8+ years of relevant experience required.","['Process Improvement', 'Excel', 'Requirements Gathering', 'Data Visualization', 'Communication', 'Tableau']",Process Improvement Excel Requirements Gathering Data Visualization Communication Tableau,8.0,11.0,9.5,10.0,17.0,13.5,"we are looking for a business analyst to join our growing team. the ideal candidate has hands-on experience with process improvement, excel, requirements gathering, data visualization, communication, tableau and can work independently on communication-driven projects. responsibilities include collaborating with cross-functional teams, contributing to process improvement initiatives, and driving continuous improvement. 8+ years of relevant experience required.","Business Analyst we are looking for a business analyst to join our growing team. the ideal candidate has hands-on experience with process improvement, excel, requirements gathering, data visualization, communication, tableau and can work independently on communication-driven projects. responsibilities include collaborating with cross-functional teams, contributing to process improvement initiatives, and driving continuous improvement. 8+ years of relevant experience required. Process Improvement Excel Requirements Gathering Data Visualization Communication Tableau",9
JOB00097,Android Developer,Android Development,Wagner-King,Bengaluru,MVVM; Jetpack Compose; Material Design; Firebase; REST API; Kotlin,4-7 years,16-22,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with MVVM, Jetpack Compose, Material Design, Firebase, REST API, Kotlin and can work independently on Kotlin-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Jetpack Compose initiatives, and driving continuous improvement. 4+ years of relevant experience required.","['MVVM', 'Jetpack Compose', 'Material Design', 'Firebase', 'REST API', 'Kotlin']",MVVM Jetpack Compose Material Design Firebase REST API Kotlin,4.0,7.0,5.5,16.0,22.0,19.0,"we are looking for a android developer to join our growing team. the ideal candidate has hands-on experience with mvvm, jetpack compose, material design, firebase, rest api, kotlin and can work independently on kotlin-driven projects. responsibilities include collaborating with cross-functional teams, contributing to jetpack compose initiatives, and driving continuous improvement. 4+ years of relevant experience required.","Android Developer we are looking for a android developer to join our growing team. the ideal candidate has hands-on experience with mvvm, jetpack compose, material design, firebase, rest api, kotlin and can work independently on kotlin-driven projects. responsibilities include collaborating with cross-functional teams, contributing to jetpack compose initiatives, and driving continuous improvement. 4+ years of relevant experience required. MVVM Jetpack Compose Material Design Firebase REST API Kotlin",4
JOB00335,HR Generalist,HR,Price LLC,Delhi NCR,Recruitment; Payroll; Excel; Performance Management; Onboarding; Communication,7-10 years,10-17,"Price LLC is hiring a HR Generalist for our Delhi NCR office. You will use Recruitment, Payroll, Excel, Performance Management, Onboarding, Communication daily and help scale our Payroll capabilities. We value strong fundamentals in Communication and a collaborative mindset. Minimum 7 years of experience in a similar role.","['Recruitment', 'Payroll', 'Excel', 'Performance Management', 'Onboarding', 'Communication']",Recruitment Payroll Excel Performance Management Onboarding Communication,7.0,10.0,8.5,10.0,17.0,13.5,"price llc is hiring a hr generalist for our delhi ncr office. you will use recruitment, payroll, excel, performance management, onboarding, communication daily and help scale our payroll capabilities. we value strong fundamentals in communication and a collaborative mindset. minimum 7 years of experience in a similar role.","HR Generalist price llc is hiring a hr generalist for our delhi ncr office. you will use recruitment, payroll, excel, performance management, onboarding, communication daily and help scale our payroll capabilities. we value strong fundamentals in communication and a collaborative mindset. minimum 7 years of experience in a similar role. Recruitment Payroll Excel Performance Management Onboarding Communication",1
JOB00384,Account Manager,Sales,"Gallegos, Adams and White",Mumbai,Excel; CRM; Lead Generation; Cold Calling; Communication; Client Relationship Management,7-10 years,6-13,"Gallegos, Adams and White is hiring a Account Manager for our Mumbai office. You will use Excel, CRM, Lead Generation, Cold Calling, Communication, Client Relationship Management daily and help scale our Lead Generation capabilities. We value strong fundamentals in Communication and a collaborative mindset. Minimum 7 years of experience in a similar role.","['Excel', 'CRM', 'Lead Generation', 'Cold Calling', 'Communication', 'Client Relationship Management']",Excel CRM Lead Generation Cold Calling Communication Client Relationship Management,7.0,10.0,8.5,6.0,13.0,9.5,"gallegos, adams and white is hiring a account manager for our mumbai office. you will use excel, crm, lead generation, cold calling, communication, client relationship management daily and help scale our lead generation capabilities. we value strong fundamentals in communication and a collaborative mindset. minimum 7 years of experience in a similar role.","Account Manager gallegos, adams and white is hiring a account manager for our mumbai office. you will use excel, crm, lead generation, cold calling, communication, client relationship management daily and help scale our lead generation capabilities. we value strong fundamentals in communication and a collaborative mindset. minimum 7 years of experience in a similar role. Excel CRM Lead Generation Cold Calling Communication Client Relationship Management",3
JOB00190,Site Reliability Engineer,DevOps Engineer,"Burke, Martinez and Riggs",Pune,Kubernetes; Git; Docker; CI/CD,0-3 years,7-14,"Burke, Martinez and Riggs is hiring a Site Reliability Engineer for our Pune office. You will use Kubernetes, Git, Docker, CI/CD daily and help scale our CI/CD capabilities. We value strong fundamentals in Kubernetes and a collaborative mindset. Minimum 0 years of experience in a similar role.","['Kubernetes', 'Git', 'Docker', 'CI/CD']",Kubernetes Git Docker CI/CD,0.0,3.0,1.5,7.0,14.0,10.5,"burke, martinez and riggs is hiring a site reliability engineer for our pune office. you will use kubernetes, git, docker, ci/cd daily and help scale our ci/cd capabilities. we value strong fundamentals in kubernetes and a collaborative mindset. minimum 0 years of experience in a similar role.","Site Reliability Engineer burke, martinez and riggs is hiring a site reliability engineer for our pune office. you will use kubernetes, git, docker, ci/cd daily and help scale our ci/cd capabilities. we value strong fundamentals in kubernetes and a collaborative mindset. minimum 0 years of experience in a similar role. Kubernetes Git Docker CI/CD",10
JOB00145,Python Developer,Python Developer,Hernandez Ltd,Chennai,Unit Testing; Django; Celery; Docker; REST API,0-3 years,5-10,"Exciting opportunity for a Python Developer at Hernandez Ltd. Must be proficient in Unit Testing, Django, Celery, Docker, REST API, with practical exposure to REST API and Django. You'll work in an agile environment solving real business problems. 0+ years experience preferred.","['Unit Testing', 'Django', 'Celery', 'Docker', 'REST API']",Unit Testing Django Celery Docker REST API,0.0,3.0,1.5,5.0,10.0,7.5,"exciting opportunity for a python developer at hernandez ltd. must be proficient in unit testing, django, celery, docker, rest api, with practical exposure to rest api and django. you'll work in an agile environment solving real business problems. 0+ years experience preferred.","Python Developer exciting opportunity for a python developer at hernandez ltd. must be proficient in unit testing, django, celery, docker, rest api, with practical exposure to rest api and django. you'll work in an agile environment solving real business problems. 0+ years experience preferred. Unit Testing Django Celery Docker REST API",7
JOB00491,Wellness Coach,Health and Fitness,"Fuller, Ingram and Moss",Delhi NCR,Client Assessment; Program Design; CPR Certified; First Aid; Nutrition Planning,6-9 years,19-29,"We are looking for a Wellness Coach to join our growing team. The ideal candidate has hands-on experience with Client Assessment, Program Design, CPR Certified, First Aid, Nutrition Planning and can work independently on CPR Certified-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Nutrition Planning initiatives, and driving continuous improvement. 6+ years of relevant experience required.","['Client Assessment', 'Program Design', 'CPR Certified', 'First Aid', 'Nutrition Planning']",Client Assessment Program Design CPR Certified First Aid Nutrition Planning,6.0,9.0,7.5,19.0,29.0,24.0,"we are looking for a wellness coach to join our growing team. the ideal candidate has hands-on experience with client assessment, program design, cpr certified, first aid, nutrition planning and can work independently on cpr certified-driven projects. responsibilities include collaborating with cross-functional teams, contributing to nutrition planning initiatives, and driving continuous improvement. 6+ years of relevant experience required.","Wellness Coach we are looking for a wellness coach to join our growing team. the ideal candidate has hands-on experience with client assessment, program design, cpr certified, first aid, nutrition planning and can work independently on cpr certified-driven projects. responsibilities include collaborating with cross-functional teams, contributing to nutrition planning initiatives, and driving continuous improvement. 6+ years of relevant experience required. Client Assessment Program Design CPR Certified First Aid Nutrition Planning",5
JOB00010,Machine Learning Engineer,Data Science,Abbott-Munoz,Kolkata,A/B Testing; Python; TensorFlow; Excel,4-7 years,11-13,"Abbott-Munoz is hiring a Machine Learning Engineer for our Kolkata office. You will use A/B Testing, Python, TensorFlow, Excel daily and help scale our A/B Testing capabilities. We value strong fundamentals in TensorFlow and a collaborative mindset. Minimum 4 years of experience in a similar role.","['A/B Testing', 'Python', 'TensorFlow', 'Excel']",A/B Testing Python TensorFlow Excel,4.0,7.0,5.5,11.0,13.0,12.0,"abbott-munoz is hiring a machine learning engineer for our kolkata office. you will use a/b testing, python, tensorflow, excel daily and help scale our a/b testing capabilities. we value strong fundamentals in tensorflow and a collaborative mindset. minimum 4 years of experience in a similar role.","Machine Learning Engineer abbott-munoz is hiring a machine learning engineer for our kolkata office. you will use a/b testing, python, tensorflow, excel daily and help scale our a/b testing capabilities. we value strong fundamentals in tensorflow and a collaborative mindset. minimum 4 years of experience in a similar role. A/B Testing Python TensorFlow Excel",13
JOB00412,Mechanical Design Engineer,Mechanical Engineer,Graham Group,Remote,SolidWorks; AutoCAD; Manufacturing; Quality Control; MATLAB; Six Sigma,6-9 years,13-20,"We are looking for a Mechanical Design Engineer to join our growing team. The ideal candidate has hands-on experience with SolidWorks, AutoCAD, Manufacturing, Quality Control, MATLAB, Six Sigma and can work independently on Manufacturing-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to AutoCAD initiatives, and driving continuous improvement. 6+ years of relevant experience required.","['SolidWorks', 'AutoCAD', 'Manufacturing', 'Quality Control', 'MATLAB', 'Six Sigma']",SolidWorks AutoCAD Manufacturing Quality Control MATLAB Six Sigma,6.0,9.0,7.5,13.0,20.0,16.5,"we are looking for a mechanical design engineer to join our growing team. the ideal candidate has hands-on experience with solidworks, autocad, manufacturing, quality control, matlab, six sigma and can work independently on manufacturing-driven projects. responsibilities include collaborating with cross-functional teams, contributing to autocad initiatives, and driving continuous improvement. 6+ years of relevant experience required.","Mechanical Design Engineer we are looking for a mechanical design engineer to join our growing team. the ideal candidate has hands-on experience with solidworks, autocad, manufacturing, quality control, matlab, six sigma and can work independently on manufacturing-driven projects. responsibilities include collaborating with cross-functional teams, contributing to autocad initiatives, and driving continuous improvement. 6+ years of relevant experience required. SolidWorks AutoCAD Manufacturing Quality Control MATLAB Six Sigma",8
JOB00205,Site Reliability Engineer,DevOps Engineer,Miller Ltd,Ahmedabad,Docker; Git; AWS; Monitoring,2-5 years,13-16,"Miller Ltd is hiring a Site Reliability Engineer for our Ahmedabad office. You will use Docker, Git, AWS, Monitoring daily and help scale our Git capabilities. We value strong fundamentals in Monitoring and a collaborative mindset. Minimum 2 years of experience in a similar role.","['Docker', 'Git', 'AWS', 'Monitoring']",Docker Git AWS Monitoring,2.0,5.0,3.5,13.0,16.0,14.5,"miller ltd is hiring a site reliability engineer for our ahmedabad office. you will use docker, git, aws, monitoring daily and help scale our git capabilities. we value strong fundamentals in monitoring and a collaborative mindset. minimum 2 years of experience in a similar role.","Site Reliability Engineer miller ltd is hiring a site reliability engineer for our ahmedabad office. you will use docker, git, aws, monitoring daily and help scale our git capabilities. we value strong fundamentals in monitoring and a collaborative mindset. minimum 2 years of experience in a similar role. Docker Git AWS Monitoring",10
JOB00459,UI/UX Designer,Graphic Designer,Mckee-Lee,Remote,Communication; Branding; Creativity; UI/UX; Figma; InDesign,4-7 years,9-11,"We are looking for a UI/UX Designer to join our growing team. The ideal candidate has hands-on experience with Communication, Branding, Creativity, UI/UX, Figma, InDesign and can work independently on Figma-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Branding initiatives, and driving continuous improvement. 4+ years of relevant experience required.","['Communication', 'Branding', 'Creativity', 'UI/UX', 'Figma', 'InDesign']",Communication Branding Creativity UI/UX Figma InDesign,4.0,7.0,5.5,9.0,11.0,10.0,"we are looking for a ui/ux designer to join our growing team. the ideal candidate has hands-on experience with communication, branding, creativity, ui/ux, figma, indesign and can work independently on figma-driven projects. responsibilities include collaborating with cross-functional teams, contributing to branding initiatives, and driving continuous improvement. 4+ years of relevant experience required.","UI/UX Designer we are looking for a ui/ux designer to join our growing team. the ideal candidate has hands-on experience with communication, branding, creativity, ui/ux, figma, indesign and can work independently on figma-driven projects. responsibilities include collaborating with cross-functional teams, contributing to branding initiatives, and driving continuous improvement. 4+ years of relevant experience required. Communication Branding Creativity UI/UX Figma InDesign",0
